epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,552.283,0.72881,0.59884,1.23321,0.8322,0.72258,0.83064,0.64296,0.84039,0.65463,1.41806,0.00137771,0.00137771,0.00137771
24,575.701,0.73196,0.61707,1.24718,0.85411,0.79322,0.85095,0.67975,0.80605,0.68682,1.39811,0.00134943,0.00134943,0.00134943
25,599.31,0.7105,0.58577,1.22539,0.83527,0.73548,0.79964,0.64853,0.82466,0.75707,1.38075,0.00132114,0.00132114,0.00132114
26,623.176,0.69855,0.57968,1.21394,0.83766,0.73548,0.80322,0.66644,0.80689,0.73489,1.37857,0.00129286,0.00129286,0.00129286
27,646.933,0.70153,0.58,1.21622,0.92644,0.74194,0.8281,0.68077,0.74789,0.64617,1.35483,0.00126457,0.00126457,0.00126457
28,670.412,0.67716,0.53846,1.19785,0.93293,0.71795,0.82926,0.682,0.78436,0.65535,1.38743,0.00123629,0.00123629,0.00123629
29,693.982,0.69461,0.57374,1.21123,0.88786,0.70968,0.83362,0.68347,0.72771,0.60237,1.28465,0.001208,0.001208,0.001208
30,718.624,0.68741,0.55083,1.19968,0.92789,0.70968,0.82536,0.69028,0.76242,0.61681,1.30438,0.00117971,0.00117971,0.00117971
31,743.619,0.68057,0.54688,1.19134,0.93294,0.718,0.83794,0.68064,0.78671,0.68606,1.3866,0.00115143,0.00115143,0.00115143
32,768.545,0.65886,0.52195,1.18647,0.93582,0.75256,0.86904,0.72235,0.73127,0.60933,1.29994,0.00112314,0.00112314,0.00112314
33,792.97,0.66809,0.5274,1.20208,0.93724,0.70323,0.83161,0.67892,0.79007,0.65695,1.41127,0.00109486,0.00109486,0.00109486
34,816.903,0.6562,0.51859,1.17796,0.90053,0.75933,0.84316,0.72367,0.67379,0.61402,1.17471,0.00106657,0.00106657,0.00106657
35,840.202,0.64362,0.50819,1.16608,0.88901,0.8129,0.88015,0.72464,0.76698,0.5999,1.34574,0.00103829,0.00103829,0.00103829
36,863.9,0.64606,0.50057,1.18252,0.83869,0.80506,0.86265,0.73016,0.70657,0.58393,1.2705,0.00101,0.00101,0.00101
37,887.304,0.63074,0.50851,1.16221,0.9541,0.72903,0.85308,0.72952,0.72827,0.57625,1.28902,0.000981714,0.000981714,0.000981714
38,910.74,0.62524,0.48923,1.16318,0.86447,0.82304,0.88365,0.74606,0.75284,0.54099,1.35834,0.000953429,0.000953429,0.000953429
39,934.144,0.63008,0.50056,1.14916,0.83592,0.78887,0.87057,0.7137,0.74602,0.57197,1.32217,0.000925143,0.000925143,0.000925143
40,957.613,0.61609,0.48854,1.13453,0.88974,0.78096,0.87228,0.72735,0.74807,0.5949,1.34021,0.000896857,0.000896857,0.000896857
41,981.281,0.61065,0.47172,1.14982,0.89624,0.77419,0.87761,0.75263,0.65856,0.51439,1.23879,0.000868571,0.000868571,0.000868571
42,1005.29,0.61368,0.47457,1.14973,0.91341,0.74839,0.86175,0.72204,0.77542,0.56573,1.3832,0.000840286,0.000840286,0.000840286
43,1028.81,0.61189,0.47247,1.14824,0.85289,0.80645,0.87322,0.72694,0.74052,0.52008,1.35497,0.000812,0.000812,0.000812
44,1052.15,0.61431,0.48497,1.15296,0.91968,0.76129,0.87674,0.73329,0.70807,0.52049,1.2982,0.000783714,0.000783714,0.000783714
45,1075.73,0.58141,0.45269,1.13092,0.81185,0.83518,0.88509,0.74676,0.66067,0.53765,1.22699,0.000755429,0.000755429,0.000755429
46,1100.33,0.59858,0.46284,1.1236,0.9129,0.82581,0.89799,0.75685,0.66913,0.5023,1.21678,0.000727143,0.000727143,0.000727143
47,1124.71,0.58502,0.45171,1.11414,0.89215,0.78065,0.88015,0.74652,0.6597,0.55195,1.18335,0.000698857,0.000698857,0.000698857
48,1149.13,0.58659,0.4454,1.11823,0.81986,0.82217,0.87241,0.73479,0.71153,0.51312,1.24775,0.000670571,0.000670571,0.000670571
49,1173.11,0.58332,0.44188,1.11883,0.8533,0.76774,0.87672,0.74335,0.60416,0.49636,1.16367,0.000642286,0.000642286,0.000642286
50,1197.37,0.57607,0.43961,1.10905,0.91793,0.77419,0.90036,0.75835,0.63198,0.48118,1.17847,0.000614,0.000614,0.000614
51,1221.29,0.55276,0.42492,1.09276,0.91798,0.79433,0.8948,0.76273,0.6521,0.478,1.16644,0.000585714,0.000585714,0.000585714
52,1244.71,0.56088,0.42149,1.097,0.92611,0.80869,0.90467,0.76832,0.57265,0.46835,1.12044,0.000557429,0.000557429,0.000557429
53,1268.04,0.54718,0.40826,1.0904,0.86251,0.85806,0.90113,0.77348,0.56595,0.45918,1.09689,0.000529143,0.000529143,0.000529143
54,1291.95,0.56738,0.42559,1.10556,0.88976,0.83871,0.89881,0.77068,0.6126,0.46159,1.17363,0.000500857,0.000500857,0.000500857
55,1317.09,0.54021,0.40256,1.09431,0.93214,0.79765,0.87736,0.75609,0.58201,0.46664,1.13292,0.000472571,0.000472571,0.000472571
56,1341.68,0.5292,0.4031,1.08869,0.91224,0.7871,0.88176,0.75598,0.64015,0.5125,1.19239,0.000444286,0.000444286,0.000444286
57,1365.79,0.53431,0.4008,1.09093,0.93647,0.76774,0.87549,0.74639,0.66941,0.50752,1.26549,0.000416,0.000416,0.000416
58,1389.65,0.5428,0.41128,1.10282,0.89966,0.80989,0.8856,0.76755,0.59613,0.48202,1.16963,0.000387714,0.000387714,0.000387714
59,1413.64,0.52981,0.39631,1.09223,0.96772,0.7736,0.90203,0.76077,0.61269,0.45128,1.19609,0.000359429,0.000359429,0.000359429
60,1437.33,0.52069,0.38738,1.0827,0.90838,0.84516,0.89202,0.7694,0.59618,0.44107,1.18286,0.000331143,0.000331143,0.000331143
61,1465.16,0.47134,0.31122,1.0397,0.90472,0.79638,0.9029,0.78243,0.52208,0.43902,1.08907,0.000302857,0.000302857,0.000302857
62,1488.88,0.46211,0.30171,1.025,0.87819,0.83871,0.89058,0.78284,0.54335,0.41496,1.09616,0.000274571,0.000274571,0.000274571
63,1512.91,0.45174,0.29032,1.00987,0.90024,0.83226,0.91655,0.78612,0.58461,0.40821,1.15085,0.000246286,0.000246286,0.000246286
64,1536.78,0.45036,0.28455,1.0098,0.90502,0.79913,0.90481,0.76779,0.61062,0.49042,1.15747,0.000218,0.000218,0.000218
65,1560.08,0.43559,0.27674,0.99738,0.88046,0.85161,0.8976,0.77798,0.59058,0.43715,1.14112,0.000189714,0.000189714,0.000189714
66,1583.69,0.42961,0.27111,0.99515,0.90081,0.87097,0.90719,0.78218,0.5733,0.40637,1.15761,0.000161429,0.000161429,0.000161429
67,1607.36,0.4257,0.26872,0.99981,0.90565,0.85806,0.90759,0.78546,0.57434,0.40444,1.14978,0.000133143,0.000133143,0.000133143
68,1630.86,0.41901,0.25876,0.99245,0.9123,0.87097,0.91086,0.79448,0.55958,0.39434,1.13715,0.000104857,0.000104857,0.000104857
69,1654.31,0.41138,0.25041,0.99668,0.91226,0.85161,0.91783,0.79276,0.56965,0.38493,1.14593,7.65714e-05,7.65714e-05,7.65714e-05
70,1677.89,0.40402,0.25119,0.98787,0.91125,0.86119,0.92111,0.79613,0.56539,0.39824,1.13695,4.82857e-05,4.82857e-05,4.82857e-05
